epoch,train_loss,train_acc,train_iou,val_loss,val_dice,val_acc,val_iou
1,0.38049582925107744,0.7738571148117384,0.655912906759315,0.23741752719670012,0.8888829308643675,0.8888829308643675,0.8038008798632705
2,0.17425008681085374,0.9072517336739434,0.8351824972364638,0.08031036698243074,0.9387201656375015,0.9387201656375015,0.8880104495767962
